"Sp","Rep","Trtmt","HDate","ExpTray","Tray","Row","Col","Survival","Height","Branches","Lvs","WetWt","DryWt","WetLWt","DryLWt","Notes","WaterWt","LWaterWt","Analysis","X","X.1","X.2","logHeight","sqrtHeight","rankHeight","LogBranches","sqrtBranches","rankBranches","LogLvs","sqrtLvs","rankLvs","LogWetWt","sqrtWetWt","rankWetWt","LogDryWt","sqrtDryWt","rankDryWt","LogWetLWt","sqrtWetLWt","rankWetLWt","LogDryLWt","sqrtDryLWt","rankDryLWt","LogWaterWt","sqrtWaterWt","rankWaterWt","LogLWaterWt","sqrtLWaterWt","rankLWaterWt","WatC","LogWatC","sqrtWatC","rankWatC","LWatC","LogLWatC","sqrtLWatC","rankLWatC"
"Basil","1","2","9-Aug-16","13","1","4","2","1",23.8,10,14,4.4,1,2.67,0.7,"",3.4,1.97,3,NA,NA,NA,1.39445168082622,4.9295030175465,364,1.04139268515823,3.24037034920393,705,1.17609125905568,3.80788655293195,330.5,0.732393759822969,2.21359436211787,308,0.301029995663981,1.22474487139159,838,0.564666064252089,1.78044938147649,317.5,0.230448921378274,1.09544511501033,1066,0.643452676486187,1.97484176581315,227,0.472756449317212,1.57162336455017,199,77.2727272727273,1.89361046629543,8.81888469551152,25,73.7827715355805,1.87380155656979,8.61874535739283,31
"Basil","1","2","9-Aug-16","13","1","4","3","1",17.5,6,18,4.02,0.64,2.41,0.44,"",3.38,1.97,3,NA,NA,NA,1.26717172840301,4.24264068711928,109.5,0.845098040014257,2.54950975679639,173.5,1.27875360095283,4.30116263352131,447.5,0.700703717145019,2.12602916254693,256.5,0.214843848047698,1.06770782520313,572.5,0.532754378992498,1.7058722109232,247.5,0.15836249209525,0.969535971483266,777.5,0.6414741105041,1.96977156035922,219.5,0.472756449317212,1.57162336455017,199,84.0796019900498,1.9298254495672,9.19671691366271,150,81.7427385892116,1.91772989091893,9.06877823023651,106
"Basil","1","2","9-Aug-16","13","1","4","4","1",19.4,6,12,3.19,0.56,1.93,0.43,"",2.63,1.5,3,NA,NA,NA,1.3096301674259,4.46094160463909,163.5,0.845098040014257,2.54950975679639,173.5,1.11394335230684,3.53553390593274,216.5,0.622214022966295,1.92093727122985,129.5,0.193124598354462,1.0295630140987,494.5,0.466867620354109,1.55884572681199,136.5,0.155336037465062,0.964365076099295,769,0.559906625036113,1.76918060129541,104.5,0.397940008672038,1.4142135623731,92.5,82.4451410658307,1.92140105318142,9.10742230632964,107,77.720207253886,1.89608622883157,8.84421886058266,62
"Basil","1","2","9-Aug-16","13","1","5","1","1",21.5,6,10,3.67,0.7,2.12,0.48,"",2.97,1.64,3,NA,NA,NA,1.35218251811136,4.69041575982343,248.5,0.845098040014257,2.54950975679639,173.5,1.04139268515823,3.24037034920393,90.5,0.669316880566112,2.04205778566621,196.5,0.230448921378274,1.09544511501033,624.5,0.494154594018443,1.61864140562386,176.5,0.170261715394957,0.989949493661167,843,0.598790506763115,1.86279360101972,154.5,0.421603926869831,1.46287388383278,120.5,80.9264305177112,1.9134240333382,9.02365948591319,78,77.3584905660377,1.89408606150909,8.82374583530361,59
"Basil","1","2","9-Aug-16","13","1","5","2","1",21.8,8,12,3.38,0.7,2.02,0.5,"",2.68,1.52,3,NA,NA,NA,1.35793484700045,4.72228758124704,266,0.954242509439325,2.91547594742265,388,1.11394335230684,3.53553390593274,216.5,0.6414741105041,1.96977156035922,149.5,0.230448921378274,1.09544511501033,624.5,0.480006942957151,1.58745078663875,154.5,0.176091259055681,1,870,0.565847818673518,1.7832554500127,111.5,0.401400540781544,1.42126704035519,99.5,79.2899408284024,1.90466113785191,8.93252152689275,52,75.2475247524752,1.88222574960846,8.70330539234808,42
"Basil","1","2","9-Aug-16","13","1","5","3","1",24.5,8,12,3.64,0.8,2.04,0.55,"",2.84,1.49,3,NA,NA,NA,1.40654018043396,5,403.5,0.954242509439325,2.91547594742265,388,1.11394335230684,3.53553390593274,216.5,0.666517980554881,2.03469899493758,189,0.255272505103306,1.14017542509914,709,0.482873583608754,1.59373774505092,158.5,0.190331698170291,1.02469507659596,932,0.584331224367531,1.82756668824971,134,0.396199347095736,1.41067359796659,91,78.021978021978,1.89774789643222,8.86126277806826,33,73.0392156862745,1.8694618095281,8.57550090002179,23
"Basil","1","2","9-Aug-16","13","1","5","4","1",20.2,8,10,3.41,0.35,2.14,0.15,"",3.06,1.99,3,NA,NA,NA,1.32633586092875,4.54972526643093,195,0.954242509439325,2.91547594742265,388,1.04139268515823,3.24037034920393,90.5,0.644438589467838,1.97737199332852,155,0.130333768495006,0.921954445729289,287,0.496929648073215,1.62480768092719,181.5,0.0606978403536116,0.806225774829855,383.5,0.608526033577194,1.88679622641132,170.5,0.47567118832443,1.57797338380595,205,89.7360703812317,1.95777996681118,9.4992668338789,535,92.9906542056075,1.97308467244312,9.66905653130684,634.5
"Basil","1","2","9-Aug-16","13","1","6","1","1",21.6,8,14,3.55,0.28,2.13,0.05,"",3.27,2.08,3,NA,NA,NA,1.3541084391474,4.70106370941726,256,0.954242509439325,2.91547594742265,388,1.17609125905568,3.80788655293195,330.5,0.658011396657112,2.01246117974981,173.5,0.107209969647868,0.883176086632785,226,0.495544337546448,1.62172747402269,179.5,0.0211892990699381,0.741619848709566,281,0.630427875025024,1.94164878389476,200,0.488550716500444,1.6062378404209,228.5,92.112676056338,1.96900880844189,9.62354799730006,752,97.6525821596244,1.99410845707934,9.90719850208042,931
"Basil","1","2","9-Aug-16","13","1","6","2","1",23.8,8,16,4.57,0.5,2.47,0.16,"",4.07,2.31,3,NA,NA,NA,1.39445168082622,4.9295030175465,364,0.954242509439325,2.91547594742265,388,1.23044892137827,4.06201920231798,396,0.745855195173729,2.25166604983954,325,0.176091259055681,1,440.5,0.540329474790874,1.72336879396141,268.5,0.0644579892269184,0.812403840463596,396,0.705007959333336,2.1377558326432,334,0.519827993775719,1.67630546142402,298,89.0590809628009,1.95452751075016,9.46356597498009,459,93.5222672064777,1.97553413005146,9.69650799032712,679
"Basil","1","2","9-Aug-16","13","1","6","3","1",21.4,8,12,3.38,0.24,1.92,0.03,"",3.14,1.89,3,NA,NA,NA,1.35024801833416,4.67974358271904,240.5,0.954242509439325,2.91547594742265,388,1.11394335230684,3.53553390593274,216.5,0.6414741105041,1.96977156035922,149.5,0.0934216851622351,0.860232526704263,199,0.465382851448418,1.5556349186104,134.5,0.0128372247051722,0.728010988928052,259.5,0.617000341120899,1.90787840283389,179,0.460897842756548,1.54596248337403,176,92.8994082840237,1.9726628555271,9.66433692935132,810,98.4375,1.99755019699066,9.94673313203888,973
"Basil","1","2","9-Aug-16","13","1","6","4","1",29.2,10,26,5.98,0.81,3.58,0.39,"",5.17,3.19,3,NA,NA,NA,1.48000694295715,5.44977063737548,557,1.04139268515823,3.24037034920393,705,1.43136376415899,5.1478150704935,669,0.843855422623161,2.54558441227157,446,0.257678574869184,1.14455231422596,716,0.660865478003869,2.01990098767242,475.5,0.143014800254095,0.94339811320566,706.5,0.790285164033242,2.38117617995813,436,0.622214022966295,1.92093727122985,472,86.4548494983278,1.94178389674173,9.32495841804819,251,89.1061452513966,1.95475441093202,9.46605225272905,362
"Basil","1","2","9-Aug-16","13","1","7","1","1",20.3,6,10,3.06,0.15,1.82,0.001,"",2.91,1.819,3,NA,NA,NA,1.32837960343874,4.56070170039655,199.5,0.845098040014257,2.54950975679639,173.5,1.04139268515823,3.24037034920393,90.5,0.608526033577194,1.88679622641132,111.5,0.0606978403536116,0.806225774829855,151,0.450249108319361,1.52315462117278,109.5,0.000434077479318593,0.707813534767456,115.5,0.592176757395867,1.84661853126194,144.5,0.450095075871602,1.52282631970951,159,95.0980392156863,1.98271452641469,9.77742497878078,973,99.9450549450549,2.00408504876081,10.0222280429581,1089
"Basil","1","2","9-Aug-16","13","1","7","3","1",28.2,14,40,8.32,1.13,5.02,0.58,"",7.19,4.44,3,NA,NA,NA,1.46538285144842,5.35723809439155,529.5,1.17609125905568,3.80788655293195,1176.5,1.61278385671974,6.36396103067893,1126.5,0.969415912353981,2.9698484809835,596,0.328379603438738,1.27671453348037,931.5,0.779596491257824,2.34946802489415,712.5,0.198657086954423,1.03923048454133,960,0.913283901760419,2.77308492477241,575.5,0.73559889969818,2.22261107708929,669,86.4182692307692,1.94160220376691,9.32299679452746,248,88.4462151394422,1.95156196839326,9.43113010934757,333
"Basil","1","2","9-Aug-16","13","1","7","4","1",24.2,8,12,5.2,0.47,3.3,0.19,"",4.73,3.11,3,NA,NA,NA,1.40140054078154,4.96990945591567,387,0.954242509439325,2.91547594742265,388,1.11394335230684,3.53553390593274,216.5,0.792391689498254,2.38746727726266,385,0.167317334748176,0.98488578017961,401.5,0.633468455579587,1.94935886896179,438,0.0755469613925307,0.830662386291807,437.5,0.75815462196739,2.28691932520585,404.5,0.613841821876069,1.9,462,90.9615384615385,1.96360622814496,9.56355260672196,650,94.2424242424242,1.97883044113969,9.73357201865914,738
"Basil","1","2","9-Aug-16","13","1","8","1","1",9.4,3,11,1.03,0.001,0.64,0.001,"",1.029,0.639,3,NA,NA,NA,1.01703333929878,3.14642654451045,15,0.602059991327962,1.87082869338697,50.5,1.07918124604762,3.39116499156263,141,0.307496037913213,1.2369316876853,18,0.000434077479318593,0.707813534767456,42.5,0.214843848047698,1.06770782520313,27,0.000434077479318593,0.707813534767456,115.5,0.307282047033346,1.23652739557197,19,0.214578953570499,1.06723942955646,28,99.9029126213592,2.00390370258109,10.0201253795229,1186,99.84375,2.003648987084,10.0171727548246,1045
"Basil","1","2","9-Aug-16","13","1","8","2","1",26.1,8,12,5.12,0.39,2.82,0.06,"*",4.73,2.76,3,NA,NA,NA,1.43296929087441,5.15751878329105,456.5,0.954242509439325,2.91547594742265,388,1.11394335230684,3.53553390593274,216.5,0.786751422145561,2.37065391822594,379,0.143014800254095,0.94339811320566,319.5,0.582063362911709,1.82208671582886,352.5,0.0253058652647703,0.748331477354788,289.5,0.75815462196739,2.28691932520585,404.5,0.575187844927661,1.80554700852678,406,92.3828125,1.97026694985647,9.6375729569223,771,97.8723404255319,1.99507481454315,9.91828313900808,941
"Basil","1","2","9-Aug-16","13","1","9","1","1",23.2,10,12,4.17,0.35,2.47,0.09,"",3.82,2.38,3,NA,NA,NA,1.38381536598043,4.86826457785523,331.5,1.04139268515823,3.24037034920393,705,1.11394335230684,3.53553390593274,216.5,0.713490543093943,2.16101827849743,275.5,0.130333768495006,0.921954445729289,287,0.540329474790874,1.72336879396141,268.5,0.0374264979406237,0.768114574786861,321,0.68304703823885,2.07846096908265,302.5,0.528916700277655,1.69705627484771,321.5,91.6067146282974,1.96664247718188,9.59722431895271,697,96.3562753036437,1.98836395012322,9.84155858101976,864
"Basil","1","2","9-Aug-16","13","1","9","2","1",22.7,8,12,4.28,0.25,2.63,0.01,"",4.03,2.62,3,NA,NA,NA,1.3747483460101,4.81663783151692,307.5,0.954242509439325,2.91547594742265,388,1.11394335230684,3.53553390593274,216.5,0.722633922533812,2.18632111090754,293,0.0969100130080564,0.866025403784439,205,0.559906625036113,1.76918060129541,309,0.00432137378264258,0.714142842854285,235.5,0.701567985055927,2.12837966537928,330,0.558708570533166,1.76635217326557,368.5,94.1588785046729,1.97844931501611,9.72927944426888,901,99.6197718631179,2.00268332830774,10.0059868010665,1030
"Basil","1","2","9-Aug-16","13","1","9","3","1",24.8,10,22,4.61,0.46,2.77,0.12,"",4.15,2.65,3,NA,NA,NA,1.41161970596323,5.02991053598372,413.5,1.04139268515823,3.24037034920393,705,1.36172783601759,4.74341649025257,540,0.748962861256161,2.26053091109146,328.5,0.164352855784437,0.979795897113271,387,0.576341350205793,1.80831413200251,339.5,0.0492180226701817,0.787400787401181,353,0.711807229041191,2.15638586528478,342,0.562292864456475,1.77482393492988,376.5,90.0216919739696,1.95914490421068,9.51428883175036,563,95.6678700361011,1.98528214952535,9.80652181133051,826
"Basil","1","2","9-Aug-16","13","1","9","4","1",25.6,10,12,6.93,0.87,4.5,0.48,"",6.06,4.02,3,NA,NA,NA,1.42488163663107,5.10881590977792,447.5,1.04139268515823,3.24037034920393,705,1.11394335230684,3.53553390593274,216.5,0.899273187317604,2.7258026340878,503.5,0.271841606536499,1.17046999107196,756.5,0.740362689494244,2.23606797749979,624.5,0.170261715394957,0.989949493661167,843,0.848804701051804,2.56124969497314,493.5,0.700703717145019,2.12602916254693,601,87.4458874458875,1.94667764390396,9.37794686729923,322,89.3333333333333,1.95584803615474,9.47804480540862,375
"Basil","1","2","9-Aug-16","14","2","1","1","1",20.9,8,12,3.99,0.29,2.44,0.07,"",3.7,2.37,3,NA,NA,NA,1.34044411484012,4.62601340248815,222,0.954242509439325,2.91547594742265,388,1.11394335230684,3.53553390593274,216.5,0.69810054562339,2.11896201004171,251,0.110589710299249,0.888819441731559,234,0.53655844257153,1.71464281994822,259.5,0.0293837776852097,0.754983443527075,299,0.672097857935718,2.04939015319192,285.5,0.527629900871339,1.69410743460974,319,92.7318295739348,1.97188709420656,9.65566308307901,794,97.1311475409836,1.99180687749341,9.88084751127066,905
"Basil","1","2","9-Aug-16","14","2","1","2","1",24,10,22,3.78,0.43,2.21,0.15,"",3.35,2.06,3,NA,NA,NA,1.39794000867204,4.94974746830583,371,1.04139268515823,3.24037034920393,705,1.36172783601759,4.74341649025257,540,0.679427896612119,2.06881608655772,215,0.155336037465062,0.964365076099295,359.5,0.506505032404872,1.64620776331543,194,0.0606978403536116,0.806225774829855,383.5,0.638489256954637,1.96214168703486,214.5,0.48572142648158,1.6,225.5,88.6243386243386,1.95242596384618,9.44056876593453,423,93.2126696832579,1.97410931047368,9.68053044431233,648
"Basil","1","2","9-Aug-16","14","2","1","4","1",25.1,10,16,4.74,0.76,5.29,0.38,"",3.98,4.91,3,NA,NA,NA,1.41664050733828,5.05964425626941,426.5,1.04139268515823,3.24037034920393,705,1.23044892137827,4.06201920231798,396,0.758911892397974,2.28910462845192,340.5,0.24551266781415,1.12249721603218,665,0.798650645445269,2.40624188310319,761,0.139879086401236,0.938083151964686,696,0.697229342759718,2.11660104885167,317.5,0.771587480881255,2.3259406699226,765,83.9662447257384,1.92924642405594,9.19055192715532,147,92.8166351606805,1.97227985242957,9.66005357959678,625
"Basil","1","2","9-Aug-16","14","2","2","2","1",22.8,10,22,5.75,0.6,3.35,0.25,"",5.15,3.1,3,NA,NA,NA,1.37657695705651,4.82700735445887,313.5,1.04139268515823,3.24037034920393,705,1.36172783601759,4.74341649025257,540,0.829303772831025,2.5,428.5,0.204119982655925,1.04880884817015,538,0.638489256954637,1.96214168703486,447,0.0969100130080564,0.866025403784439,523.5,0.788875115775417,2.37697286480094,431,0.612783856719735,1.89736659610103,459.5,89.5652173913044,1.95696143393015,9.49026961636519,513,92.5373134328358,1.97098489199914,9.64558517835159,601
"Basil","1","2","9-Aug-16","14","2","2","3","1",20.5,8,12,4.72,0.52,2.86,0.21,"",4.2,2.65,3,NA,NA,NA,1.33243845991561,4.58257569495584,209.5,0.954242509439325,2.91547594742265,388,1.11394335230684,3.53553390593274,216.5,0.757396028793024,2.28473193175917,338,0.181843587944773,1.00995049383621,460,0.586587304671755,1.83303027798234,368,0.0827853703164501,0.842614977317636,468.5,0.716003343634799,2.16794833886788,348,0.562292864456475,1.77482393492988,376.5,88.9830508474576,1.95416071369901,9.45954813125118,453,92.6573426573427,1.97154183137021,9.65180515019562,612
"Basil","1","2","9-Aug-16","14","2","2","4","1",23.1,8,12,4.01,0.51,2.47,0.24,"",3.5,2.23,3,NA,NA,NA,1.38201704257487,4.85798312059645,323.5,0.954242509439325,2.91547594742265,388,1.11394335230684,3.53553390593274,216.5,0.699837725867246,2.12367605815953,254.5,0.178976947293169,1.00498756211209,450.5,0.540329474790874,1.72336879396141,268.5,0.0934216851622351,0.860232526704263,506,0.653212513775344,2,250.5,0.509202522331103,1.65227116418583,276.5,87.2817955112219,1.94587115743803,9.36919396272817,313,90.2834008097166,1.96039181157428,9.5280323682131,434
"Basil","1","2","9-Aug-16","14","2","3","1","1",24.9,8,14,5.14,0.57,2.84,0.2,"",4.57,2.64,3,NA,NA,NA,1.41329976408125,5.03984126734166,417.5,0.954242509439325,2.91547594742265,388,1.17609125905568,3.80788655293195,330.5,0.788168371141168,2.37486841740758,382.5,0.195899652409234,1.03440804327886,506.5,0.584331224367531,1.82756668824971,361,0.0791812460476248,0.836660026534076,454,0.745855195173729,2.25166604983954,387,0.561101383649056,1.77200451466693,373,88.9105058365759,1.95381044101327,9.45571286770997,447,92.9577464788732,1.97293259193351,9.66735467844608,630.5
"Basil","1","2","9-Aug-16","14","2","3","3","1",20.1,8,12,4.07,0.42,2.58,0.18,"",3.65,2.4,3,NA,NA,NA,1.32428245529769,4.53872228716409,189,0.954242509439325,2.91547594742265,388,1.11394335230684,3.53553390593274,216.5,0.705007959333336,2.1377558326432,263,0.152288344383056,0.959166304662544,352,0.553883026643874,1.75499287747842,293,0.0718820073061254,0.824621125123532,423,0.667452952889954,2.03715487874634,280,0.531478917042255,1.70293863659264,325,89.6805896805897,1.95751433560747,9.49634612261946,525,93.0232558139535,1.97323528575409,9.6707422576529,637.5
"Basil","1","2","9-Aug-16","14","2","3","4","1",19.7,6,18,3.55,0.31,2.2,0.1,"",3.24,2.1,3,NA,NA,NA,1.31597034545692,4.49444101084885,172.5,0.845098040014257,2.54950975679639,173.5,1.27875360095283,4.30116263352131,447.5,0.658011396657112,2.01246117974981,173.5,0.117271295655764,0.9,248,0.505149978319906,1.6431676725155,192,0.0413926851582251,0.774596669241483,333.5,0.627365856592733,1.93390796058137,195,0.491361693834273,1.61245154965971,234.5,91.2676056338028,1.96504925071286,9.5795409928557,668,95.4545454545455,1.98432269874312,9.79563910393525,816
"Basil","1","2","9-Aug-16","14","2","4","1","1",24.1,8,12,3.72,0.35,2.32,0.12,"",3.37,2.2,3,NA,NA,NA,1.39967372148104,4.9598387070549,377.5,0.954242509439325,2.91547594742265,388,1.11394335230684,3.53553390593274,216.5,0.673941998634088,2.05426385841741,205,0.130333768495006,0.921954445729289,287,0.521138083704036,1.67928556237467,221,0.0492180226701817,0.787400787401181,353,0.640481436970422,1.9672315572906,218,0.505149978319906,1.6431676725155,265,90.5913978494624,1.96185468718379,9.54418136088488,617,94.8275862068966,1.98149054887842,9.76358470065665,770
"Basil","1","2","9-Aug-16","14","2","4","2","1",26.8,10,14,5.08,0.68,3.16,0.32,"",4.4,2.84,3,NA,NA,NA,1.44404479591808,5.22494019104525,488.5,1.04139268515823,3.24037034920393,705,1.17609125905568,3.80788655293195,330.5,0.783903579272735,2.36220236220354,372,0.225309281725863,1.08627804912002,601.5,0.619093330626743,1.9131126469709,413.5,0.12057393120585,0.905538513813742,611.5,0.732393759822969,2.21359436211787,367.5,0.584331224367531,1.82756668824971,421,86.6141732283465,1.94257436709232,9.33349737388651,265,89.873417721519,1.95843686204266,9.5064934503485,407
"Basil","1","2","9-Aug-16","14","2","4","3","1",21.8,6,12,3.14,0.38,1.9,0.11,"",2.76,1.79,3,NA,NA,NA,1.35793484700045,4.72228758124704,266,0.845098040014257,2.54950975679639,173.5,1.11394335230684,3.53553390593274,216.5,0.617000341120899,1.90787840283389,124,0.139879086401236,0.938083151964686,309,0.462397997898956,1.54919333848297,129,0.0453229787866575,0.781024967590665,343,0.575187844927661,1.80554700852678,122.5,0.445604203273598,1.51327459504216,153.5,87.8980891719745,1.94889242608848,9.40202580149483,363,94.2105263157895,1.97868496590698,9.73193332877849,733.5
"Basil","1","2","9-Aug-16","14","2","4","4","1",21.4,10,18,2.97,0.17,1.74,0.001,"",2.8,1.739,3,NA,NA,NA,1.35024801833416,4.67974358271904,240.5,1.04139268515823,3.24037034920393,705,1.27875360095283,4.30116263352131,447.5,0.598790506763115,1.86279360101972,103,0.0681858617461616,0.818535277187245,160,0.437750562820388,1.49666295470958,102.5,0.000434077479318593,0.707813534767456,115.5,0.57978359661681,1.81659021245849,127,0.437592032253961,1.49632884086353,138.5,94.2760942760943,1.97898394548241,9.7353014476232,915,99.9425287356322,2.00407418014975,10.0221020118353,1085.5
"Basil","1","2","9-Aug-16","14","2","5","1","1",25.1,8,12,4.77,0.57,2.9,0.26,"",4.2,2.64,3,NA,NA,NA,1.41664050733828,5.05964425626941,426.5,0.954242509439325,2.91547594742265,388,1.11394335230684,3.53553390593274,216.5,0.761175813155731,2.2956480566498,343,0.195899652409234,1.03440804327886,506.5,0.591064607026499,1.84390889145858,379,0.100370545117563,0.871779788708135,538.5,0.716003343634799,2.16794833886788,348,0.561101383649056,1.77200451466693,373,88.0503144654088,1.94963545743599,9.41011766480148,370,91.0344827586207,1.96395057588855,9.56736550773622,483
"Basil","1","2","9-Aug-16","14","2","5","2","1",23.4,8,14,4.4,0.47,2.67,0.16,"",3.93,2.51,3,NA,NA,NA,1.38738982633873,4.88876262463213,342.5,0.954242509439325,2.91547594742265,388,1.17609125905568,3.80788655293195,330.5,0.732393759822969,2.21359436211787,308,0.167317334748176,0.98488578017961,401.5,0.564666064252089,1.78044938147649,317.5,0.0644579892269184,0.812403840463596,396,0.69284691927723,2.10475651798492,315,0.545307116465824,1.73493515728975,348,89.3181818181818,1.95577518628761,9.47724547630702,481,94.0074906367041,1.97775784754085,9.72149631675619,720
"Basil","1","2","9-Aug-16","14","2","5","3","1",23.8,10,14,4.85,0.57,2.95,0.23,"",4.28,2.72,3,NA,NA,NA,1.39445168082622,4.9295030175465,364,1.04139268515823,3.24037034920393,705,1.17609125905568,3.80788655293195,330.5,0.76715586608218,2.31300670124408,353.5,0.195899652409234,1.03440804327886,506.5,0.59659709562646,1.85741756210067,382,0.0899051114393979,0.854400374531753,491,0.722633922533812,2.18632111090754,357,0.570542939881898,1.79443584449264,390.5,88.2474226804124,1.95059568325104,9.42058504979454,386,92.2033898305085,1.96943170803973,9.62825995860667,573
"Basil","1","2","9-Aug-16","14","2","5","4","1",17.5,6,10,2.5,0.08,1.61,0.001,"",2.42,1.609,3,NA,NA,NA,1.26717172840301,4.24264068711928,109.5,0.845098040014257,2.54950975679639,173.5,1.04139268515823,3.24037034920393,90.5,0.544068044350276,1.73205080756888,61,0.0334237554869497,0.761577310586391,117,0.416640507338281,1.4525839046334,81,0.000434077479318593,0.707813534767456,115.5,0.534026106056135,1.70880074906351,79,0.416474079100221,1.45223964964464,114,96.8,1.9903388547876,9.86407623652616,1078,99.9378881987577,2.00405421427502,10.0218704940125,1080
"Basil","1","2","9-Aug-16","14","2","6","1","1",26.6,8,12,4.98,0.34,2.72,0.01,"",4.64,2.71,3,NA,NA,NA,1.44090908206522,5.20576603392815,475,0.954242509439325,2.91547594742265,388,1.11394335230684,3.53553390593274,216.5,0.776701183988411,2.34093998214392,361,0.127104798364808,0.916515138991168,275.5,0.570542939881898,1.79443584449264,325.5,0.00432137378264258,0.714142842854285,235.5,0.751279103983342,2.26715680975093,396,0.569373909615046,1.79164728671689,387.5,93.1726907630522,1.97392497953992,9.6784653103192,832,99.6323529411765,2.00273762729007,10.006615458844,1032
"Basil","1","2","9-Aug-16","14","2","6","2","1",24.2,8,12,3.86,0.23,2.04,0.001,"",3.63,2.039,3,NA,NA,NA,1.40140054078154,4.96990945591567,387,0.954242509439325,2.91547594742265,388,1.11394335230684,3.53553390593274,216.5,0.686636269262293,2.08806130178211,226,0.0899051114393979,0.854400374531753,192.5,0.482873583608754,1.59373774505092,158.5,0.000434077479318593,0.707813534767456,115.5,0.665580991017953,2.03224014329016,277,0.482730700079943,1.59342398626354,223,94.0414507772021,1.97791305705341,9.72324281179906,891,99.9509803921569,2.00411054097987,10.0225236538587,1102
"Basil","1","2","9-Aug-16","14","2","6","3","1",18.4,6,10,2.48,0.001,1.46,0.001,"",2.479,1.459,3,NA,NA,NA,1.28780172993023,4.34741302385683,127,0.845098040014257,2.54950975679639,173.5,1.04139268515823,3.24037034920393,90.5,0.541579243946581,1.72626765016321,59,0.000434077479318593,0.707813534767456,42.5,0.390935107103379,1.4,59,0.000434077479318593,0.707813534767456,115.5,0.541454428747589,1.7259779836371,92,0.390758528738717,1.3996428115773,83,99.9596774193548,2.00414795426914,10.0229575185848,1203,99.9315068493151,2.00402675706834,10.0215521177767,1068
"Basil","1","2","9-Aug-16","14","2","6","4","1",20.8,10,22,4.32,0.46,2.8,0.2,"",3.86,2.6,3,NA,NA,NA,1.3384564936046,4.61519230368573,220.5,1.04139268515823,3.24037034920393,705,1.36172783601759,4.74341649025257,540,0.725911632295048,2.19544984001001,299.5,0.164352855784437,0.979795897113271,387,0.57978359661681,1.81659021245849,345,0.0791812460476248,0.836660026534076,454,0.686636269262293,2.08806130178211,307,0.556302500767287,1.7606816861659,366,89.3518518518518,1.9559370582893,9.47902167166274,486,92.8571428571429,1.97246732954552,9.66215001214237,627
"Basil","1","2","9-Aug-16","14","2","7","1","1",27.8,10,28,6.64,0.82,4.01,0.37,"",5.82,3.64,3,NA,NA,NA,1.45939248775923,5.31977443130815,516,1.04139268515823,3.24037034920393,705,1.46239799789896,5.33853912601566,735,0.88309335857569,2.67207784317748,486.5,0.260071387985075,1.14891252930761,722,0.699837725867246,2.12367605815953,548.5,0.136720567156407,0.932737905308881,682.5,0.833784374656479,2.51396101799531,472,0.666517980554881,2.03469899493758,543.5,87.6506024096386,1.94768169111903,9.38885522359561,339,90.7730673316708,1.96271524737348,9.5536939102983,464
"Basil","1","2","9-Aug-16","14","2","7","2","1",21.5,4,10,2.92,0.1,1.73,0.001,"",2.82,1.729,3,NA,NA,NA,1.35218251811136,4.69041575982343,248.5,0.698970004336019,2.12132034355964,75.5,1.04139268515823,3.24037034920393,90.5,0.593286067020457,1.84932420089069,98,0.0413926851582251,0.774596669241483,124,0.436162647040756,1.49331845230681,101,0.000434077479318593,0.707813534767456,115.5,0.582063362911709,1.82208671582886,130.5,0.436003535669897,1.49298358999689,137,96.5753424657534,1.98934008422411,9.85268199353625,1064,99.9421965317919,2.00407275087575,10.0220854382604,1084
"Basil","1","2","9-Aug-16","14","2","7","3","1",21.4,8,16,4.32,0.31,2.62,0.04,"",4.01,2.58,3,NA,NA,NA,1.35024801833416,4.67974358271904,240.5,0.954242509439325,2.91547594742265,388,1.23044892137827,4.06201920231798,396,0.725911632295048,2.19544984001001,299.5,0.117271295655764,0.9,248,0.558708570533166,1.76635217326557,304.5,0.0170333392987804,0.734846922834953,270.5,0.699837725867246,2.12367605815953,325.5,0.553883026643874,1.75499287747842,361.5,92.8240740740741,1.97231428716447,9.66043860671316,804,98.4732824427481,1.99770644912954,9.94853167270166,976.5
"Basil","1","2","9-Aug-16","14","2","7","4","1",21.3,10,12,3.63,0.38,2.24,0.1,"",3.25,2.14,3,NA,NA,NA,1.34830486304816,4.6690470119715,233,1.04139268515823,3.24037034920393,705,1.11394335230684,3.53553390593274,216.5,0.665580991017953,2.03224014329016,186.5,0.139879086401236,0.938083151964686,309,0.510545010206612,1.65529453572468,204.5,0.0413926851582251,0.774596669241483,333.5,0.628388930050311,1.93649167310371,197,0.496929648073215,1.62480768092719,245,89.5316804407714,1.95680058177976,9.48850253943009,510,95.5357142857143,1.98468801435651,9.79978133866844,822
"Basil","1","2","9-Aug-16","14","2","8","1","1",11.4,2,8,1.2,0.001,0.78,0.001,"",1.199,0.779,3,NA,NA,NA,1.09342168516224,3.44963766213207,22.5,0.477121254719662,1.58113883008419,36,0.954242509439325,2.91547594742265,29.5,0.342422680822206,1.30384048104053,20,0.000434077479318593,0.707813534767456,42.5,0.250420002308894,1.13137084989848,29.5,0.000434077479318593,0.707813534767456,115.5,0.34222522936079,1.30345694213503,21,0.250175948083925,1.13092882180975,31,99.9166666666667,2.00396289709543,10.0208116770383,1188,99.8717948717949,2.00376974855682,10.018572496708,1049
